# SignalP-6.0	Organism: Eukarya	Timestamp: 20250630065032
# ID	Prediction	OTHER	SP(Sec/SPI)	CS Position
ATUBSCAF1_000548-T1 ATUBSCAF1_000548	OTHER	1.000000	0.000000	
ATUBSCAF1_000549-T1 ATUBSCAF1_000549	OTHER	1.000000	0.000000	
ATUBSCAF1_000551-T1 ATUBSCAF1_000551	OTHER	1.000000	0.000001	
ATUBSCAF1_000552-T1 ATUBSCAF1_000552	SP	0.000227	0.999766	CS pos: 24-25. Pr: 0.9798
ATUBSCAF1_000553-T1 ATUBSCAF1_000553	OTHER	1.000000	0.000000	
ATUBSCAF1_000554-T1 ATUBSCAF1_000554	OTHER	0.999937	0.000055	
ATUBSCAF1_000555-T1 ATUBSCAF1_000555	OTHER	0.999861	0.000153	
ATUBSCAF1_000556-T1 ATUBSCAF1_000556	OTHER	1.000000	0.000000	
ATUBSCAF1_000557-T1 ATUBSCAF1_000557	OTHER	1.000000	0.000000	
ATUBSCAF1_000558-T1 ATUBSCAF1_000558	OTHER	1.000000	0.000001	
ATUBSCAF1_000559-T1 ATUBSCAF1_000559	OTHER	1.000000	0.000000	
ATUBSCAF1_000559-T2 ATUBSCAF1_000559	OTHER	1.000000	0.000000	
ATUBSCAF1_000560-T1 ATUBSCAF1_000560	OTHER	1.000000	0.000000	
ATUBSCAF1_000560-T2 ATUBSCAF1_000560	OTHER	1.000000	0.000000	
ATUBSCAF1_000561-T1 ATUBSCAF1_000561	OTHER	0.999748	0.000291	
ATUBSCAF1_000562-T1 ATUBSCAF1_000562	OTHER	1.000000	0.000016	
ATUBSCAF1_000563-T1 ATUBSCAF1_000563	SP	0.000215	0.999735	CS pos: 22-23. Pr: 0.9631
ATUBSCAF1_000564-T1 ATUBSCAF1_000564	OTHER	1.000000	0.000000	
ATUBSCAF1_000565-T1 ATUBSCAF1_000565	OTHER	1.000000	0.000001	
ATUBSCAF1_000566-T1 ATUBSCAF1_000566	OTHER	1.000000	0.000000	
ATUBSCAF1_000567-T1 ATUBSCAF1_000567	OTHER	1.000000	0.000008	
ATUBSCAF1_000567-T2 ATUBSCAF1_000567	OTHER	1.000000	0.000008	
ATUBSCAF1_000568-T1 ATUBSCAF1_000568	OTHER	1.000000	0.000000	
ATUBSCAF1_000569-T1 ATUBSCAF1_000569	OTHER	1.000000	0.000005	
ATUBSCAF1_000570-T1 ATUBSCAF1_000570	OTHER	1.000000	0.000000	
ATUBSCAF1_000571-T1 ATUBSCAF1_000571	OTHER	1.000000	0.000006	
ATUBSCAF1_000572-T1 ATUBSCAF1_000572	OTHER	1.000000	0.000028	
ATUBSCAF1_000573-T1 ATUBSCAF1_000573	OTHER	1.000000	0.000000	
ATUBSCAF1_000574-T1 ATUBSCAF1_000574	OTHER	0.999970	0.000038	
ATUBSCAF1_000575-T1 ATUBSCAF1_000575	OTHER	1.000000	0.000001	
ATUBSCAF1_000576-T1 ATUBSCAF1_000576	SP	0.000310	0.999676	CS pos: 18-19. Pr: 0.9797
ATUBSCAF1_000577-T1 ATUBSCAF1_000577	OTHER	1.000000	0.000000	
ATUBSCAF1_000577-T2 ATUBSCAF1_000577	OTHER	1.000000	0.000000	
ATUBSCAF1_000577-T3 ATUBSCAF1_000577	OTHER	1.000000	0.000001	
ATUBSCAF1_000578-T1 ATUBSCAF1_000578	OTHER	1.000000	0.000000	
ATUBSCAF1_000578-T2 ATUBSCAF1_000578	OTHER	1.000000	0.000000	
ATUBSCAF1_000579-T1 ATUBSCAF1_000579	OTHER	1.000000	0.000000	
ATUBSCAF1_000580-T1 ATUBSCAF1_000580	OTHER	1.000000	0.000000	
ATUBSCAF1_000580-T2 ATUBSCAF1_000580	OTHER	1.000000	0.000000	
ATUBSCAF1_000581-T1 ATUBSCAF1_000581	OTHER	0.985163	0.014836	
ATUBSCAF1_000582-T1 ATUBSCAF1_000582	OTHER	1.000000	0.000003	
ATUBSCAF1_000582-T2 ATUBSCAF1_000582	OTHER	1.000000	0.000003	
ATUBSCAF1_000582-T3 ATUBSCAF1_000582	OTHER	1.000000	0.000003	
ATUBSCAF1_000583-T1 ATUBSCAF1_000583	OTHER	1.000000	0.000000	
ATUBSCAF1_000584-T1 ATUBSCAF1_000584	OTHER	1.000000	0.000000	
ATUBSCAF1_000585-T1 ATUBSCAF1_000585	OTHER	1.000000	0.000000	
ATUBSCAF1_000586-T1 ATUBSCAF1_000586	OTHER	1.000000	0.000008	
ATUBSCAF1_000587-T1 ATUBSCAF1_000587	OTHER	1.000000	0.000000	
ATUBSCAF1_000588-T1 ATUBSCAF1_000588	OTHER	1.000000	0.000000	
ATUBSCAF1_000589-T1 ATUBSCAF1_000589	OTHER	1.000000	0.000000	
ATUBSCAF1_000589-T2 ATUBSCAF1_000589	OTHER	1.000000	0.000001	
ATUBSCAF1_000590-T1 ATUBSCAF1_000590	OTHER	1.000000	0.000000	
ATUBSCAF1_000590-T2 ATUBSCAF1_000590	OTHER	1.000000	0.000006	
ATUBSCAF1_000591-T1 ATUBSCAF1_000591	OTHER	1.000000	0.000000	
ATUBSCAF1_000592-T1 ATUBSCAF1_000592	OTHER	1.000000	0.000000	
ATUBSCAF1_000593-T1 ATUBSCAF1_000593	SP	0.000238	0.999764	CS pos: 30-31. Pr: 0.9764
ATUBSCAF1_000594-T1 ATUBSCAF1_000594	OTHER	1.000000	0.000001	
ATUBSCAF1_000595-T1 ATUBSCAF1_000595	OTHER	1.000000	0.000022	
ATUBSCAF1_000596-T1 ATUBSCAF1_000596	OTHER	1.000000	0.000000	
ATUBSCAF1_000596-T2 ATUBSCAF1_000596	OTHER	1.000000	0.000000	
ATUBSCAF1_000597-T1 ATUBSCAF1_000597	OTHER	0.999981	0.000002	
ATUBSCAF1_000598-T1 ATUBSCAF1_000598	OTHER	0.999998	0.000018	
ATUBSCAF1_000599-T1 ATUBSCAF1_000599	OTHER	1.000000	0.000000	
ATUBSCAF1_000600-T1 ATUBSCAF1_000600	OTHER	1.000000	0.000000	
ATUBSCAF1_000601-T1 ATUBSCAF1_000601	OTHER	1.000000	0.000000	
ATUBSCAF1_000602-T1 ATUBSCAF1_000602	OTHER	1.000000	0.000006	
ATUBSCAF1_000603-T1 ATUBSCAF1_000603	OTHER	0.999852	0.000205	
ATUBSCAF1_000604-T1 ATUBSCAF1_000604	OTHER	1.000000	0.000002	
ATUBSCAF1_000605-T1 ATUBSCAF1_000605	OTHER	1.000000	0.000022	
ATUBSCAF1_000606-T1 ATUBSCAF1_000606	OTHER	1.000000	0.000000	
ATUBSCAF1_000607-T1 ATUBSCAF1_000607	OTHER	1.000000	0.000017	
ATUBSCAF1_000608-T1 ATUBSCAF1_000608	OTHER	1.000000	0.000000	
ATUBSCAF1_000609-T1 ATUBSCAF1_000609	OTHER	1.000000	0.000000	
ATUBSCAF1_000612-T1 ATUBSCAF1_000612	OTHER	1.000000	0.000000	
ATUBSCAF1_000612-T2 ATUBSCAF1_000612	OTHER	1.000000	0.000000	
ATUBSCAF1_000613-T1 ATUBSCAF1_000613	OTHER	1.000000	0.000000	
ATUBSCAF1_000614-T1 ATUBSCAF1_000614	OTHER	1.000000	0.000001	
ATUBSCAF1_000615-T1 ATUBSCAF1_000615	OTHER	1.000000	0.000001	
ATUBSCAF1_000616-T1 ATUBSCAF1_000616	OTHER	0.999957	0.000047	
ATUBSCAF1_000617-T1 ATUBSCAF1_000617	OTHER	1.000000	0.000000	
ATUBSCAF1_000618-T1 ATUBSCAF1_000618	OTHER	1.000000	0.000001	
ATUBSCAF1_000619-T1 ATUBSCAF1_000619	OTHER	0.999930	0.000071	
ATUBSCAF1_000619-T2 ATUBSCAF1_000619	OTHER	0.999843	0.000188	
ATUBSCAF1_000620-T1 ATUBSCAF1_000620	OTHER	1.000000	0.000001	
ATUBSCAF1_000621-T1 ATUBSCAF1_000621	OTHER	1.000000	0.000000	
ATUBSCAF1_000622-T1 ATUBSCAF1_000622	OTHER	1.000000	0.000000	
ATUBSCAF1_000623-T1 ATUBSCAF1_000623	OTHER	1.000000	0.000000	
ATUBSCAF1_000624-T1 ATUBSCAF1_000624	OTHER	1.000000	0.000000	
ATUBSCAF1_000625-T1 ATUBSCAF1_000625	OTHER	1.000000	0.000000	
ATUBSCAF1_000626-T1 ATUBSCAF1_000626	OTHER	1.000000	0.000000	
ATUBSCAF1_000627-T1 ATUBSCAF1_000627	OTHER	1.000000	0.000000	
ATUBSCAF1_000627-T2 ATUBSCAF1_000627	OTHER	1.000000	0.000002	
ATUBSCAF1_000628-T1 ATUBSCAF1_000628	OTHER	1.000000	0.000000	
ATUBSCAF1_000629-T1 ATUBSCAF1_000629	OTHER	1.000000	0.000000	
ATUBSCAF1_000630-T1 ATUBSCAF1_000630	OTHER	1.000000	0.000000	
ATUBSCAF1_000631-T1 ATUBSCAF1_000631	OTHER	1.000000	0.000009	
ATUBSCAF1_000632-T1 ATUBSCAF1_000632	SP	0.000243	0.999726	CS pos: 20-21. Pr: 0.9771
ATUBSCAF1_000633-T1 ATUBSCAF1_000633	OTHER	1.000000	0.000002	
ATUBSCAF1_000634-T1 ATUBSCAF1_000634	SP	0.000235	0.999743	CS pos: 26-27. Pr: 0.9803
ATUBSCAF1_000635-T1 ATUBSCAF1_000635	OTHER	1.000000	0.000016	
ATUBSCAF1_000636-T1 ATUBSCAF1_000636	OTHER	1.000000	0.000000	
ATUBSCAF1_000638-T1 ATUBSCAF1_000638	OTHER	0.999913	0.000087	
ATUBSCAF1_000639-T1 ATUBSCAF1_000639	OTHER	1.000000	0.000000	
ATUBSCAF1_000640-T1 ATUBSCAF1_000640	OTHER	1.000000	0.000000	
ATUBSCAF1_000641-T1 ATUBSCAF1_000641	OTHER	1.000000	0.000005	
ATUBSCAF1_000642-T1 ATUBSCAF1_000642	OTHER	1.000000	0.000008	
ATUBSCAF1_000643-T1 ATUBSCAF1_000643	OTHER	1.000000	0.000000	
ATUBSCAF1_000644-T1 ATUBSCAF1_000644	OTHER	1.000000	0.000000	
ATUBSCAF1_000645-T1 ATUBSCAF1_000645	OTHER	1.000000	0.000008	
ATUBSCAF1_000646-T1 ATUBSCAF1_000646	OTHER	1.000000	0.000000	
ATUBSCAF1_000646-T2 ATUBSCAF1_000646	OTHER	1.000000	0.000000	
ATUBSCAF1_000647-T1 ATUBSCAF1_000647	OTHER	1.000000	0.000001	
ATUBSCAF1_000648-T1 ATUBSCAF1_000648	OTHER	1.000000	0.000000	
ATUBSCAF1_000649-T1 ATUBSCAF1_000649	OTHER	0.999915	0.000129	
ATUBSCAF1_000650-T1 ATUBSCAF1_000650	OTHER	1.000000	0.000000	
ATUBSCAF1_000651-T1 ATUBSCAF1_000651	OTHER	1.000000	0.000000	
ATUBSCAF1_000652-T1 ATUBSCAF1_000652	OTHER	1.000000	0.000000	
ATUBSCAF1_000653-T1 ATUBSCAF1_000653	OTHER	1.000000	0.000000	
ATUBSCAF1_000654-T1 ATUBSCAF1_000654	OTHER	1.000000	0.000000	
ATUBSCAF1_000655-T1 ATUBSCAF1_000655	OTHER	1.000000	0.000000	
ATUBSCAF1_000657-T1 ATUBSCAF1_000657	OTHER	1.000000	0.000009	
ATUBSCAF1_000658-T1 ATUBSCAF1_000658	OTHER	1.000000	0.000000	
ATUBSCAF1_000659-T1 ATUBSCAF1_000659	OTHER	1.000000	0.000017	
ATUBSCAF1_000660-T1 ATUBSCAF1_000660	OTHER	1.000000	0.000001	
ATUBSCAF1_000661-T1 ATUBSCAF1_000661	SP	0.000554	0.999396	CS pos: 21-22. Pr: 0.7247
ATUBSCAF1_000662-T1 ATUBSCAF1_000662	OTHER	1.000000	0.000021	
ATUBSCAF1_000663-T1 ATUBSCAF1_000663	OTHER	1.000000	0.000008	
ATUBSCAF1_000663-T2 ATUBSCAF1_000663	OTHER	1.000000	0.000008	
ATUBSCAF1_000663-T3 ATUBSCAF1_000663	OTHER	1.000000	0.000008	
ATUBSCAF1_000664-T1 ATUBSCAF1_000664	OTHER	1.000000	0.000001	
ATUBSCAF1_000665-T1 ATUBSCAF1_000665	OTHER	0.999617	0.000409	
ATUBSCAF1_000666-T1 ATUBSCAF1_000666	OTHER	1.000000	0.000002	
ATUBSCAF1_000667-T1 ATUBSCAF1_000667	OTHER	1.000000	0.000000	
ATUBSCAF1_000668-T1 ATUBSCAF1_000668	OTHER	1.000000	0.000000	
ATUBSCAF1_000669-T1 ATUBSCAF1_000669	OTHER	1.000000	0.000000	
ATUBSCAF1_000670-T1 ATUBSCAF1_000670	OTHER	1.000000	0.000025	
